Plate,TEC,loop status,object temperature,target object temperature,output current,output voltage,output power,timestamp
bottom,1,0,22.564712524414062,22.5,-0.004149170592427254,-0.006588176358491182,2.7335467604376086e-05,1713882698233
bottom,2,0,22.358383178710938,22.5,-0.00512603810057044,0.02173042669892311,0.000111390995200333,1713882698233
bottom,3,0,22.358383178710938,22.5,-0.004247818607836962,-0.008157733827829361,3.4652573551634605e-05,1713882698233
top,0,0,22.889816284179688,23.100000381469727,-0.00212814356200397,0.007363698445260525,1.567100743881983e-05,1713882698233
top,1,0,22.889816284179688,23.100000381469727,-0.0016980745131149888,-0.019861411303281784,3.372615632859675e-05,1713882698233
top,2,0,22.784866333007812,23.100000381469727,-0.004690476227551699,0.01048889197409153,4.919789845783413e-05,1713882698233
top,3,0,22.784866333007812,23.100000381469727,-0.0038230137433856726,-0.02109546959400177,8.064827018104334e-05,1713882698233
bottom,0,0,22.564834594726562,22.5,-0.004640808794647455,0.021793179214000702,0.00010113797775966257,1713882699225
bottom,1,0,22.564224243164062,22.5,-0.004089661408215761,-0.00669688917696476,2.738800922213059e-05,1713882699225
bottom,2,0,22.357498168945312,22.5,-0.00505600031465292,0.021911047399044037,0.00011078226254394169,1713882699225
bottom,3,0,22.357498168945312,22.5,-0.004186707083135843,-0.008324433118104935,3.4851963098660524e-05,1713882699225
top,0,0,22.890457153320312,23.100000381469727,-0.002101593418046832,0.007598302327096462,1.5968542158955852e-05,1713882699225
top,1,0,22.890457153320312,23.100000381469727,-0.0018354036146774888,-0.01989288255572319,3.6511468549129105e-05,1713882699225
top,2,0,22.785842895507812,23.100000381469727,-0.004772873595356941,0.01057357992976904,5.046636045519075e-05,1713882699225
top,3,0,22.785842895507812,23.100000381469727,-0.003898315830156207,-0.02114582434296608,8.243310177788715e-05,1713882699225
bottom,0,0,22.564834594726562,22.5,-0.004557953681796789,0.021866420283913612,9.966613084078004e-05,1713882700217
bottom,1,0,22.565322875976562,22.5,-0.004203415475785732,-0.0066917454823851585,2.8128186520677036e-05,1713882700217
bottom,2,0,22.357376098632812,22.5,-0.004931946285068989,0.021903609856963158,0.00010802742726364993,1713882700217
bottom,3,0,22.357376098632812,22.5,-0.00422424403950572,-0.008192826062440872,3.460849666097297e-05,1713882700217
top,0,0,22.890213012695312,23.100000381469727,-0.002059707883745432,0.007615091744810343,1.568486450223062e-05,1713882700217
top,1,0,22.889205932617188,23.100000381469727,-0.0018374635837972164,-0.019808195531368256,3.639683794962392e-05,1713882700217
top,2,0,22.785263061523438,23.100000381469727,-0.004608994349837303,0.010627558454871178,4.898235687106692e-05,1713882700217
top,3,0,22.786087036132812,23.100000381469727,-0.003822784870862961,-0.021163366734981537,8.090299817101188e-05,1713882700217
bottom,0,0,22.564895629882812,22.5,-0.004500046372413635,0.02202129177749157,9.909683417916315e-05,1713882701219
bottom,1,0,22.564987182617188,22.5,-0.004202957730740309,-0.006669807713478804,2.803291989191708e-05,1713882701219
bottom,2,0,22.357620239257812,22.5,-0.004991455934941769,0.021786503493785858,0.000108746372165687,1713882701219
bottom,3,0,22.357620239257812,22.5,-0.004236145876348019,-0.008204082027077675,3.4753688248225986e-05,1713882701219
top,0,0,22.889022827148438,23.100000381469727,-0.002163391560316086,0.007669451180845499,1.659202595689739e-05,1713882701219
top,1,0,22.889022827148438,23.100000381469727,-0.0017509462777525187,-0.019769862294197083,3.461596679570425e-05,1713882701219
top,2,0,22.785476684570312,23.100000381469727,-0.004647217690944672,0.010725976899266243,4.984594959893396e-05,1713882701219
top,3,0,22.785049438476562,23.100000381469727,-0.003865127917379141,-0.02099934034049511,8.116513659659364e-05,1713882701219
bottom,0,0,22.564437866210938,22.5,-0.004658890422433615,0.021885110065340996,0.00010196032967732267,1713882702240
bottom,1,0,22.564437866210938,22.5,-0.004264984745532274,-0.006680487655103207,2.849217794173185e-05,1713882702240
bottom,2,0,22.357345581054688,22.5,-0.004997406620532274,0.021911052986979485,0.00010949844125996474,1713882702240
bottom,3,0,22.357345581054688,22.5,-0.004242554306983948,-0.00817928183823824,3.4701047390853224e-05,1713882702240
top,0,0,22.889419555664062,23.100000381469727,-0.002122879261150956,0.007807538378983736,1.6574461305384727e-05,1713882702240
top,1,0,22.889419555664062,23.100000381469727,-0.0017246248899027705,-0.019566155970096588,3.3744279585748264e-05,1713882702240
top,2,0,22.784042358398438,23.100000381469727,-0.004744034726172686,0.010653497651219368,5.0540562812583824e-05,1713882702240
top,3,0,22.784042358398438,23.100000381469727,-0.004005203954875469,-0.020964622497558594,8.396758893969292e-05,1713882702240
bottom,0,0,22.565475463867188,22.5,-0.004597550258040428,0.022047806531190872,0.00010136589860670203,1713882703224
bottom,1,0,22.565475463867188,22.5,-0.004208679776638746,-0.00661315955221653,2.7832670867099056e-05,1713882703224
bottom,2,0,22.357528686523438,22.5,-0.005023499019443989,0.02182159759104252,0.0001096207741013034,1713882703224
bottom,3,0,22.357528686523438,22.5,-0.004224472679197788,-0.008177568204700947,3.4545913463035656e-05,1713882703224
top,0,0,22.887557983398438,23.100000381469727,-0.0021322635002434254,0.007867434993386269,1.6775444476935415e-05,1713882703224
top,1,0,22.887557983398438,23.100000381469727,-0.0017996981041505933,-0.01960906945168972,3.52904051163633e-05,1713882703224
top,2,0,22.782577514648438,23.100000381469727,-0.004597092512995005,0.01077575609087944,4.9537147647242194e-05,1713882703224
top,3,0,22.782577514648438,23.100000381469727,-0.0038724523037672043,-0.020941922441124916,8.10965958024483e-05,1713882703224
bottom,0,0,22.565475463867188,22.5,-0.004538727458566427,0.022058870643377304,0.00010011920189406144,1713882704236
bottom,1,0,22.566146850585938,22.5,-0.004092407878488302,-0.0066381460055708885,2.7166001011753958e-05,1713882704236
bottom,2,0,22.357650756835938,22.5,-0.004890747833997011,0.021819882094860077,0.00010671554109350709,1713882704236
bottom,3,0,22.357650756835938,22.5,-0.004215317312628031,-0.008046147413551807,3.3917064492302185e-05,1713882704236
top,0,0,22.887680053710938,23.100000381469727,-0.0022226718720048666,0.007928084582090378,1.762153059948774e-05,1713882704236
top,1,0,22.887283325195312,23.100000381469727,-0.001807022257708013,-0.019515231251716614,3.526445723617093e-05,1713882704236
top,2,0,22.782577514648438,23.100000381469727,-0.004772873595356941,0.010848809033632278,5.1779994177693356e-05,1713882704236
top,3,0,22.782577514648438,23.100000381469727,-0.003827820299193263,-0.020825771614909172,7.971731133391219e-05,1713882704236
bottom,0,0,22.564834594726562,22.5,-0.004687958396971226,0.02231292985379696,0.0001046020868691374,1713882705223
bottom,1,0,22.564895629882812,22.5,-0.004228363744914532,-0.006529423873871565,2.760877918345792e-05,1713882705223
bottom,2,0,22.357131958007812,22.5,-0.005017776973545551,0.02194061689078808,0.00011009312221998101,1713882705223
bottom,3,0,22.357131958007812,22.5,-0.00415557948872447,-0.00789470411837101,3.280707050385117e-05,1713882705223
top,0,0,22.886123657226562,23.100000381469727,-0.002149429637938738,0.008102991618216038,1.7416810340162726e-05,1713882705223
top,1,0,22.886123657226562,23.100000381469727,-0.0017763521755114198,-0.019435692578554153,3.4524634794485826e-05,1713882705223
top,2,0,22.781387329101562,23.100000381469727,-0.004604416433721781,0.010890006087720394,5.014212299363002e-05,1713882705223
top,3,0,22.781387329101562,23.100000381469727,-0.003926926292479038,-0.020774077624082565,8.15782716240103e-05,1713882705223
bottom,0,0,22.565628051757812,22.5,-0.004635773599147797,0.022161293774843216,0.0001027347406043766,1713882706237
bottom,1,0,22.565628051757812,22.5,-0.004309845622628927,-0.006472015753388405,2.7893388764326475e-05,1713882706237
bottom,2,0,22.357131958007812,22.5,-0.004992371425032616,0.021999550983309746,0.00010982992969262376,1713882706237
bottom,3,0,22.357131958007812,22.5,-0.004253312014043331,-0.00793762132525444,3.376118014563126e-05,1713882706237
top,0,0,22.886032104492188,23.100000381469727,-0.0021601871121674776,0.008062935434281826,1.7417449211374085e-05,1713882706237
top,1,0,22.886032104492188,23.100000381469727,-0.0017099763499572873,-0.01936492696404457,3.311356712716639e-05,1713882706237
top,2,0,22.780593872070312,23.100000381469727,-0.004600296728312969,0.010824207216501236,4.979456504465227e-05,1713882706237
top,3,0,22.780593872070312,23.100000381469727,-0.003935394808650017,-0.020711705088615417,8.150873668402725e-05,1713882706237
bottom,0,0,22.565200805664062,22.5,-0.004602814558893442,0.02231006696820259,0.00010268910105113056,1713882707241
bottom,1,0,22.565200805664062,22.5,-0.004318543244153261,-0.006385616026818752,2.7576558952374913e-05,1713882707241
bottom,2,0,22.357254028320312,22.5,-0.00501365726813674,0.02196216583251953,0.00011011077235023592,1713882707241
bottom,3,0,22.357254028320312,22.5,-0.004215317312628031,-0.007784081157296896,3.281237206525524e-05,1713882707241
top,0,0,22.884841918945312,23.100000381469727,-0.00202446011826396,0.008104135282337666,1.640649867210844e-05,1713882707241
top,1,0,22.885787963867188,23.100000381469727,-0.0017552949720993638,-0.01936168782413006,3.398547328905296e-05,1713882707241
top,2,0,22.780471801757812,23.100000381469727,-0.004577179439365864,0.01085586752742529,4.968925364301057e-05,1713882707241
top,3,0,22.780471801757812,23.100000381469727,-0.0037976077292114496,-0.020544053986668587,7.801825820910992e-05,1713882707241
bottom,0,0,22.565444946289062,22.5,-0.004621353931725025,0.022335240617394447,0.00010321905204322031,1713882708229
bottom,1,0,22.565444946289062,22.5,-0.004142303951084614,-0.006465530954301357,2.6782194417862386e-05,1713882708229
bottom,2,0,22.357498168945312,22.5,-0.00499420240521431,0.022124482318758965,0.00011049414281046749,1713882708229
bottom,3,0,22.357498168945312,22.5,-0.004286957439035177,-0.007792474702000618,3.3406007392234975e-05,1713882708229
top,0,0,22.885055541992188,23.100000381469727,-0.002182617550715804,0.008289340883493423,1.8092460896178796e-05,1713882708229
top,1,0,22.885177612304688,23.100000381469727,-0.001703109941445291,-0.019193653017282486,3.268890126638521e-05,1713882708229
top,2,0,22.779251098632812,23.100000381469727,-0.004699402488768101,0.01087951846420765,5.112723614729593e-05,1713882708229
top,3,0,22.779251098632812,23.100000381469727,-0.003995590843260288,-0.020661355927586555,8.255432455360652e-05,1713882708229
bottom,0,0,22.564773559570312,22.5,-0.004570541903376579,0.022369954735040665,0.00010224281549314068,1713882709246
bottom,1,0,22.564773559570312,22.5,-0.004137955605983734,-0.0065006231889128685,2.6899290166949863e-05,1713882709246
bottom,2,0,22.358322143554688,22.5,-0.005102692171931267,0.02212085761129856,0.00011287592696957935,1713882709246
bottom,3,0,22.358322143554688,22.5,-0.004249191842973232,-0.007772829383611679,3.3028243213665404e-05,1713882709246
top,0,0,22.884506225585938,23.100000381469727,-0.0021279146894812584,0.008348081260919571,1.776400474409398e-05,1713882709246
top,1,0,22.884262084960938,23.100000381469727,-0.0018548585940152407,-0.019243624061346054,3.56942014701862e-05,1713882709246
top,2,0,22.779525756835938,23.100000381469727,-0.004737854935228825,0.010947228409349918,5.1866380146315706e-05,1713882709246
top,3,0,22.779525756835938,23.100000381469727,-0.003927384037524462,-0.02044677734375,8.030234695866056e-05,1713882709246
bottom,0,0,22.565780639648438,22.5,-0.004695740528404713,0.022407911717891693,0.00010522173921061889,1713882710233
bottom,1,0,22.565536499023438,22.5,-0.004178925417363644,-0.0063480413518846035,2.6527991355866035e-05,1713882710233
bottom,2,0,22.357559204101562,22.5,-0.004966049920767546,0.02218589559197426,0.00011017626504668081,1713882710233
bottom,3,0,22.357559204101562,22.5,-0.00431579677388072,-0.007581328507512808,3.271947311445371e-05,1713882710233
top,0,0,22.883651733398438,23.100000381469727,-0.002224273979663849,0.008402446284890175,1.868934263700439e-05,1713882710233
top,1,0,22.883651733398438,23.100000381469727,-0.001725998125039041,-0.019184498116374016,3.3112407778676566e-05,1713882710233
top,2,0,22.778152465820312,23.100000381469727,-0.004565735347568989,0.010993769392371178,5.019464151777113e-05,1713882710233
top,3,0,22.778152465820312,23.100000381469727,-0.003966522868722677,-0.020491790026426315,8.128115376088325e-05,1713882710233
bottom,0,0,22.565170288085938,22.5,-0.004608765244483948,0.022461894899606705,0.00010352160053855863,1713882711239
bottom,1,0,22.565170288085938,22.5,-0.00421257084235549,-0.006143951788544655,2.5881832161261074e-05,1713882711239
bottom,2,0,22.358322143554688,22.5,-0.004904480651021004,0.02220153622329235,0.00010888700483007926,1713882711239
bottom,3,0,22.358322143554688,22.5,-0.004207535646855831,-0.00759296165779233,3.1947656840370774e-05,1713882711239
top,0,0,22.882308959960938,23.100000381469727,-0.0021288301795721054,0.008402440696954727,1.78873693377421e-05,1713882711239
top,1,0,22.882308959960938,23.100000381469727,-0.00176559470128268,-0.01915588602423668,3.3821530862767225e-05,1713882711239
top,2,0,22.778488159179688,23.100000381469727,-0.004728928208351135,0.011035347357392311,5.218536540732566e-05,1713882711239
top,3,0,22.778488159179688,23.100000381469727,-0.003999023698270321,-0.020448490977287292,8.177400001203872e-05,1713882711239
bottom,0,0,22.564468383789062,22.5,-0.004538041073828936,0.022557446733117104,0.00010236661979559376,1713882712244
bottom,1,0,22.564468383789062,22.5,-0.004158783704042435,-0.00619487976655364,2.576316502164548e-05,1713882712244
bottom,2,0,22.358505249023438,22.5,-0.004970856476575136,0.022295188158750534,0.00011082618045538638,1713882712244
bottom,3,0,22.358505249023438,22.5,-0.004373017232865095,-0.007559775374829769,3.3059027990719764e-05,1713882712244
top,0,0,22.882034301757812,23.100000381469727,-0.0021459965500980616,0.008479692973196507,1.8197391866370477e-05,1713882712244
top,1,0,22.882034301757812,23.100000381469727,-0.001717300619930029,-0.019064143300056458,3.273886510762186e-05,1713882712244
top,2,0,22.775802612304688,23.100000381469727,-0.004668503534048796,0.011092571541666985,5.1785709443961415e-05,1713882712244
top,3,0,22.777175903320312,23.100000381469727,-0.003847275162115693,-0.020307350903749466,7.812796674036299e-05,1713882712244
bottom,0,0,22.564620971679688,22.5,-0.004689560737460852,0.022602275013923645,0.00010599474148258875,1713882713263
bottom,1,0,22.564620971679688,22.5,-0.00423545902594924,-0.006141092162579298,2.6010344229182624e-05,1713882713263
bottom,2,0,22.358596801757812,22.5,-0.005119858309626579,0.02227477915585041,0.00011404371315617765,1713882713263
bottom,3,0,22.358596801757812,22.5,-0.004217835143208504,-0.00739135779440403,3.117552866126541e-05,1713882713263
top,0,0,22.882156372070312,23.100000381469727,-0.0020642855670303106,0.008505440317094326,1.7557657687815526e-05,1713882713263
top,1,0,22.882156372070312,23.100000381469727,-0.0018262483645230532,-0.01903724856674671,3.476674406004002e-05,1713882713263
top,2,0,22.776718139648438,23.100000381469727,-0.004638520069420338,0.011126140132546425,5.160882429999965e-05,1713882713263
top,3,0,22.776718139648438,23.100000381469727,-0.0038916782941669226,-0.020293423905968666,7.897547732918639e-05,1713882713263
bottom,0,0,22.565170288085938,22.5,-0.004589997231960297,0.022628402337431908,0.00010386430409249636,1713882714261
bottom,1,0,22.565170288085938,22.5,-0.004038620740175247,-0.006088069640100002,2.4587404316139122e-05,1713882714261
bottom,2,0,22.359542846679688,22.5,-0.005242081359028816,0.022474097087979317,0.00011781104540590018,1713882714261
bottom,3,0,22.359542846679688,22.5,-0.004359741695225239,-0.007348636165261269,3.203815549272966e-05,1713882714261
top,0,0,22.880172729492188,23.100000381469727,-0.002180099720135331,0.008666233159601688,1.8893252485875167e-05,1713882714261
top,1,0,22.881240844726562,23.100000381469727,-0.0018049624050036073,-0.018938064575195312,3.418249458175815e-05,1713882714261
top,2,0,22.776290893554688,23.100000381469727,-0.004809952341020107,0.011223034001886845,5.398225867072389e-05,1713882714261
top,3,0,22.776290893554688,23.100000381469727,-0.0038312533870339394,-0.020161060616374016,7.724213177267951e-05,1713882714261
bottom,0,0,22.564895629882812,22.5,-0.004626618232578039,0.02267303504049778,0.00010489947730624779,1713882715250
bottom,1,0,22.564895629882812,22.5,-0.004166336730122566,-0.006061363499611616,2.5253681383056135e-05,1713882715250
bottom,2,0,22.358383178710938,22.5,-0.004984589293599129,0.022455982863903046,0.00011193385176065662,1713882715250
bottom,3,0,22.358932495117188,22.5,-0.004255829378962517,-0.007408523932099342,3.152941380497529e-05,1713882715250
top,0,0,22.880691528320312,23.100000381469727,-0.002077331766486168,0.008632850833237171,1.793329527122016e-05,1713882715250
top,1,0,22.880905151367188,23.100000381469727,-0.0017582704313099384,-0.018968775868415833,3.335223772758106e-05,1713882715250
top,2,0,22.775009155273438,23.100000381469727,-0.004549256060272455,0.011330792680382729,5.1546677268921905e-05,1713882715250
top,3,0,22.775009155273438,23.100000381469727,-0.0038461307995021343,-0.02027302049100399,7.797268850938833e-05,1713882715250
bottom,0,0,22.565994262695312,22.5,-0.004587708041071892,0.022719383239746094,0.00010422989717717712,1713882716260
bottom,1,0,22.564041137695312,22.5,-0.004218521993607283,-0.00608673132956028,2.5677009982928538e-05,1713882716260
bottom,2,0,22.358779907226562,22.5,-0.005020981654524803,0.02244415692985058,0.00011269170019605548,1713882716260
bottom,3,0,22.358779907226562,22.5,-0.004315109923481941,-0.007379915565252304,3.184514689007906e-05,1713882716260
top,0,0,22.880325317382812,23.100000381469727,-0.002100677927955985,0.008809661492705345,1.8506261450489895e-05,1713882716260
top,1,0,22.880325317382812,23.100000381469727,-0.0017088319873437285,-0.018913082778453827,3.23192808311017e-05,1713882716260
top,2,0,22.776016235351562,23.100000381469727,-0.004682923201471567,0.011392212472856045,5.334885610523135e-05,1713882716260
top,3,0,22.776016235351562,23.100000381469727,-0.003873825538903475,-0.020122334361076355,7.795041275029252e-05,1713882716260
bottom,0,0,22.565994262695312,22.5,-0.004543534014374018,0.02277527190744877,0.0001034802225981105,1713882717277
bottom,1,0,22.565994262695312,22.5,-0.004231110215187073,-0.005919646006077528,2.5046674686605985e-05,1713882717277
bottom,2,0,22.357589721679688,22.5,-0.004978638608008623,0.022535325959324837,0.0001121952438651536,1713882717277
bottom,3,0,22.357589721679688,22.5,-0.004296341445297003,-0.0074159628711640835,3.186150864016601e-05,1713882717277
top,0,0,22.879135131835938,23.100000381469727,-0.0020812228322029114,0.008895495906472206,1.851350918431749e-05,1713882717277
top,1,0,22.879135131835938,23.100000381469727,-0.001744537497870624,-0.018821148201823235,3.28341987910609e-05,1713882717277
top,2,0,22.774887084960938,23.100000381469727,-0.004668961279094219,0.011358451098203659,5.3032168367998095e-05,1713882717277
top,3,0,22.774887084960938,23.100000381469727,-0.0038188938051462173,-0.020125577226281166,7.685744219443694e-05,1713882717277
bottom,0,0,22.564437866210938,22.5,-0.00451835710555315,0.02281646616756916,0.00010309294203184917,1713882718284
bottom,1,0,22.564437866210938,22.5,-0.004105912055820227,-0.005873868241906166,2.4117586428742087e-05,1713882718284
bottom,2,0,22.358505249023438,22.5,-0.005094452761113644,0.02264251746237278,0.0001153512356047489,1713882718284
bottom,3,0,22.358505249023438,22.5,-0.004325867164880037,-0.007254598196595907,3.138242813305217e-05,1713882718284
top,0,0,22.879226684570312,23.100000381469727,-0.0021073154639452696,0.009032059460878372,1.903339857318217e-05,1713882718284
top,1,0,22.879226684570312,23.100000381469727,-0.0018232729053124785,-0.01863708533346653,3.39804927225061e-05,1713882718284
top,2,0,22.772750854492188,23.100000381469727,-0.004627762362360954,0.011494831182062626,5.31953471060425e-05,1713882718284
top,3,0,22.772750854492188,23.100000381469727,-0.004030609969049692,-0.019954871386289597,8.04303035406833e-05,1713882718284
bottom,0,0,22.565109252929688,22.5,-0.00458564842119813,0.023054886609315872,0.00010572160438091123,1713882719273
bottom,1,0,22.565109252929688,22.5,-0.004066315479576588,-0.005965420976281166,2.4257283658042986e-05,1713882719273
bottom,2,0,22.359207153320312,22.5,-0.00499763572588563,0.022620586678385735,0.0001130494521243931,1713882719273
bottom,3,0,22.359207153320312,22.5,-0.004335480276495218,-0.0071113575249910355,3.0831150288704486e-05,1713882719273
top,0,0,22.878067016601562,23.100000381469727,-0.0021118931472301483,0.009216881357133389,1.9465068576963312e-05,1713882719273
top,1,0,22.878067016601562,23.100000381469727,-0.0018022158183157444,-0.01858672872185707,3.349729651327439e-05,1713882719273
top,2,0,22.772567749023438,23.100000381469727,-0.004750443156808615,0.011424639262259007,5.427209940240532e-05,1713882719273
top,3,0,22.773574829101562,23.100000381469727,-0.003964920528233051,-0.01981162838637829,7.855153208687592e-05,1713882719273
bottom,0,0,22.565536499023438,22.5,-0.004600983578711748,0.023117253556847572,0.00010636210399997143,1713882720282
bottom,1,0,22.565536499023438,22.5,-0.004097214434295893,-0.005850793793797493,2.3971956784035915e-05,1713882720282
bottom,2,0,22.358993530273438,22.5,-0.005185318645089865,0.02264995500445366,0.00011744723399504005,1713882720282
bottom,3,0,22.358505249023438,22.5,-0.004381485749036074,-0.00712547218427062,3.122015483053467e-05,1713882720282
top,0,0,22.877578735351562,23.100000381469727,-0.002077102893963456,0.009152797982096672,1.901130317647588e-05,1713882720282
top,1,0,22.877822875976562,23.100000381469727,-0.0018793490016832948,-0.01842021942138672,3.461802098037037e-05,1713882720282
top,2,0,22.773757934570312,23.100000381469727,-0.004627304617315531,0.011484149843454361,5.3140659596559794e-05,1713882720282
top,3,0,22.773757934570312,23.100000381469727,-0.0038960271049290895,-0.0198503527790308,7.733751246950847e-05,1713882720282
bottom,0,0,22.565048217773438,22.5,-0.004476242698729038,0.02309226803481579,0.00010336659618793813,1713882721290
bottom,1,0,22.565048217773438,22.5,-0.004242783412337303,-0.005955507513135672,2.526792848878221e-05,1713882721290
bottom,2,0,22.358505249023438,22.5,-0.004977264907211065,0.022662542760372162,0.00011279747878937055,1713882721290
bottom,3,0,22.358505249023438,22.5,-0.004211197607219219,-0.006931876298040152,2.9191500879846306e-05,1713882721290
top,0,0,22.876663208007812,23.100000381469727,-0.0020333866123110056,0.009257892146706581,1.8824873949332358e-05,1713882721290
top,1,0,22.878250122070312,23.100000381469727,-0.0018223574152216315,-0.01848735846579075,3.3690574787994176e-05,1713882721290
top,2,0,22.771774291992188,23.100000381469727,-0.004670105874538422,0.01150207594037056,5.371591241851159e-05,1713882721290
top,3,0,22.771774291992188,23.100000381469727,-0.00402259873226285,-0.01958770677447319,7.879348443893229e-05,1713882721290
bottom,0,0,22.564620971679688,22.5,-0.004620438441634178,0.023110393434762955,0.00010678015022726889,1713882722281
bottom,1,0,22.564620971679688,22.5,-0.004058304708451033,-0.005732916761189699,2.3265923085094e-05,1713882722281
bottom,2,0,22.358200073242188,22.5,-0.005038605537265539,0.02274036593735218,0.00011457973373138735,1713882722281
bottom,3,0,22.358566284179688,22.5,-0.004113235976547003,-0.006959340535104275,2.8625409862032773e-05,1713882722281
top,0,0,22.877090454101562,23.100000381469727,-0.0021691136062145233,0.009243583306670189,2.005038232067574e-05,1713882722281
top,1,0,22.877090454101562,23.100000381469727,-0.001782303093932569,-0.018405534327030182,3.2804240776548e-05,1713882722281
top,2,0,22.772048950195312,23.100000381469727,-0.004618149716407061,0.011458013206720352,5.291482044120395e-05,1713882722281
top,3,0,22.772048950195312,23.100000381469727,-0.003995590843260288,-0.019603349268436432,7.832696283419788e-05,1713882722281
bottom,0,0,22.566085815429688,22.5,-0.004507599398493767,0.02331581525504589,0.00010509835481903665,1713882723286
bottom,1,0,22.566085815429688,22.5,-0.00419105589389801,-0.005704877432435751,2.3909460187175602e-05,1713882723286
bottom,2,0,22.358505249023438,22.5,-0.004985276143997908,0.02282562293112278,0.00011379203347041799,1713882723286
bottom,3,0,22.358169555664062,22.5,-0.0043123634532094,-0.006964490283280611,3.003341336785129e-05,1713882723286
top,0,0,22.876266479492188,23.100000381469727,-0.0021716312039643526,0.009305955842137337,2.0209104089499805e-05,1713882723286
top,1,0,22.876266479492188,23.100000381469727,-0.0017564394511282444,-0.018363380804657936,3.2254166501392324e-05,1713882723286
top,2,0,22.771438598632812,23.100000381469727,-0.004766465164721012,0.011447527445852757,5.4564240792844866e-05,1713882723286
top,3,0,22.771438598632812,23.100000381469727,-0.0039022068958729506,-0.0196151714771986,7.654245740205479e-05,1713882723286
